edu_level,education_groups,top_jobs,job_percent,top_job_links,link,identifier,noc
College/CEGEP,Other Medical Technologists and Technicians,"Nurse aides, orderlies and patient service associates",2.29,/marketreport/summary-occupation/15798/ca,/15798/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 3413
College/CEGEP,Other Medical Technologists and Technicians,Registered nurses and registered psychiatric nurses,2.29,/marketreport/summary-occupation/696/ca,/696/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 3012
College/CEGEP,Other Medical Technologists and Technicians,Other assisting occupations in support of health services,2.13,/marketreport/summary-occupation/4565/ca,/4565/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 3414
College/CEGEP,Other Medical Technologists and Technicians,Food and beverage servers,2.05,/marketreport/summary-occupation/6641/ca,/6641/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 6513
Bachelor's degree,Other health professions and related clinical sciences,Dietitians and nutritionists,10.16,/marketreport/summary-occupation/4138/ca,/4138/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 3132
Bachelor's degree,Other health professions and related clinical sciences,Registered nurses and registered psychiatric nurses,6.88,/marketreport/summary-occupation/696/ca,/696/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 3012
Bachelor's degree,Other health professions and related clinical sciences,Medical laboratory technologists,4.93,/marketreport/summary-occupation/4187/ca,/4187/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 3211
Bachelor's degree,Other health professions and related clinical sciences,"Health policy researchers, consultants and program officers",3.7,/marketreport/summary-occupation/23040/ca,/23040/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 4165
Bachelor's degree,Other health professions and related clinical sciences,Social and community service workers,3.29,/marketreport/summary-occupation/5112/ca,/5112/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 4212
Bachelor's degree,Other health professions and related clinical sciences,Allied primary health practitioners,2.67,/marketreport/summary-occupation/25524/ca,/25524/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 3124
Bachelor's degree,Other health professions and related clinical sciences,Post-secondary teaching and research assistants,2.26,/marketreport/summary-occupation/22848/ca,/22848/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 4012
Bachelor's degree,Other health professions and related clinical sciences,Retail salespersons,2.05,/marketreport/summary-occupation/20599/ca,/20599/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 6421
Bachelor's degree,Other health professions and related clinical sciences,Administrative officers,1.85,/marketreport/summary-occupation/12462/ca,/12462/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 1221
Bachelor's degree,Other health professions and related clinical sciences,Medical radiation technologists,1.85,/marketreport/summary-occupation/18254/ca,/18254/ca,Other health professions and related clinical sciences: Bachelor's degree,NOC 3215
Master's degree,Other health professions and related clinical sciences,Specialist physicians,13.64,/marketreport/summary-occupation/3972/ca,/3972/ca,Other health professions and related clinical sciences: Master's degree,NOC 3111
Master's degree,Other health professions and related clinical sciences,General practitioners and family physicians,12.68,/marketreport/summary-occupation/24433/ca,/24433/ca,Other health professions and related clinical sciences: Master's degree,NOC 3112
Master's degree,Other health professions and related clinical sciences,"Health policy researchers, consultants and program officers",7.66,/marketreport/summary-occupation/23040/ca,/23040/ca,Other health professions and related clinical sciences: Master's degree,NOC 4165
Master's degree,Other health professions and related clinical sciences,"Family, marriage and other related counsellors",7.18,/marketreport/summary-occupation/2265/ca,/2265/ca,Other health professions and related clinical sciences: Master's degree,NOC 4153
Master's degree,Other health professions and related clinical sciences,Managers in health care,5.02,/marketreport/summary-occupation/1708/ca,/1708/ca,Other health professions and related clinical sciences: Master's degree,NOC 311
Master's degree,Other health professions and related clinical sciences,Registered nurses and registered psychiatric nurses,3.35,/marketreport/summary-occupation/696/ca,/696/ca,Other health professions and related clinical sciences: Master's degree,NOC 3012
Master's degree,Other health professions and related clinical sciences,Post-secondary teaching and research assistants,3.11,/marketreport/summary-occupation/22848/ca,/22848/ca,Other health professions and related clinical sciences: Master's degree,NOC 4012
Master's degree,Other health professions and related clinical sciences,Psychologists,2.87,/marketreport/summary-occupation/2218/ca,/2218/ca,Other health professions and related clinical sciences: Master's degree,NOC 4151
Master's degree,Other health professions and related clinical sciences,Social workers,2.39,/marketreport/summary-occupation/23025/ca,/23025/ca,Other health professions and related clinical sciences: Master's degree,NOC 4152
Master's degree,Other health professions and related clinical sciences,Dietitians and nutritionists,2.15,/marketreport/summary-occupation/4138/ca,/4138/ca,Other health professions and related clinical sciences: Master's degree,NOC 3132
College/CEGEP,Education,Instructors of persons with disabilities,28.15,/marketreport/summary-occupation/5198/ca,/5198/ca,Education: College/CEGEP,NOC 4215
College/CEGEP,Education,Elementary and secondary school teacher assistants,19.62,/marketreport/summary-occupation/16551/ca,/16551/ca,Education: College/CEGEP,NOC 4413
College/CEGEP,Education,Early childhood educators and assistants,10.13,/marketreport/summary-occupation/5180/ca,/5180/ca,Education: College/CEGEP,NOC 4214
College/CEGEP,Education,Social and community service workers,9.73,/marketreport/summary-occupation/5112/ca,/5112/ca,Education: College/CEGEP,NOC 4212
College/CEGEP,Education,Elementary school and kindergarten teachers,2.47,/marketreport/summary-occupation/2204/ca,/2204/ca,Education: College/CEGEP,NOC 4032
College/CEGEP,Education,"Nurse aides, orderlies and patient service associates",1.59,/marketreport/summary-occupation/15798/ca,/15798/ca,Education: College/CEGEP,NOC 3413
College/CEGEP,Education,Retail salespersons,1.52,/marketreport/summary-occupation/20599/ca,/20599/ca,Education: College/CEGEP,NOC 6421
College/CEGEP,Education,Administrative assistants,1.28,/marketreport/summary-occupation/24789/ca,/24789/ca,Education: College/CEGEP,NOC 1241
College/CEGEP,Education,Food and beverage servers,1.28,/marketreport/summary-occupation/6641/ca,/6641/ca,Education: College/CEGEP,NOC 6513
College/CEGEP,Education,"Program leaders and instructors in recreation, sport and fitness",1.28,/marketreport/summary-occupation/21211/ca,/21211/ca,Education: College/CEGEP,NOC 5254
Bachelor's degree,Education,Elementary school and kindergarten teachers,53.93,/marketreport/summary-occupation/2204/ca,/2204/ca,Education: Bachelor's degree,NOC 4032
Bachelor's degree,Education,Secondary school teachers,20.64,/marketreport/summary-occupation/15904/ca,/15904/ca,Education: Bachelor's degree,NOC 4031
Bachelor's degree,Education,Early childhood educators and assistants,3.73,/marketreport/summary-occupation/5180/ca,/5180/ca,Education: Bachelor's degree,NOC 4214
Bachelor's degree,Education,College and other vocational instructors,1.07,/marketreport/summary-occupation/22989/ca,/22989/ca,Education: Bachelor's degree,NOC 4021
Bachelor's degree,Education,Retail salespersons,0.97,/marketreport/summary-occupation/20599/ca,/20599/ca,Education: Bachelor's degree,NOC 6421
Bachelor's degree,Education,Food and beverage servers,0.84,/marketreport/summary-occupation/6641/ca,/6641/ca,Education: Bachelor's degree,NOC 6513
Bachelor's degree,Education,Administrative officers,0.59,/marketreport/summary-occupation/12462/ca,/12462/ca,Education: Bachelor's degree,NOC 1221
Bachelor's degree,Education,Social and community service workers,0.59,/marketreport/summary-occupation/5112/ca,/5112/ca,Education: Bachelor's degree,NOC 4212
Bachelor's degree,Education,"Education policy researchers, consultants and program officers",0.58,/marketreport/summary-occupation/16030/ca,/16030/ca,Education: Bachelor's degree,NOC 4166
Bachelor's degree,Education,Elementary and secondary school teacher assistants,0.58,/marketreport/summary-occupation/16551/ca,/16551/ca,Education: Bachelor's degree,NOC 4413
Master's degree,Education,Elementary school and kindergarten teachers,35.92,/marketreport/summary-occupation/2204/ca,/2204/ca,Education: Master's degree,NOC 4032
Master's degree,Education,Secondary school teachers,20.76,/marketreport/summary-occupation/15904/ca,/15904/ca,Education: Master's degree,NOC 4031
Master's degree,Education,School principals and administrators of elementary and secondary education,5.09,/marketreport/summary-occupation/1748/ca,/1748/ca,Education: Master's degree,NOC 422
Master's degree,Education,Educational counsellors,4.98,/marketreport/summary-occupation/24445/ca,/24445/ca,Education: Master's degree,NOC 4033
Master's degree,Education,College and other vocational instructors,3.39,/marketreport/summary-occupation/22989/ca,/22989/ca,Education: Master's degree,NOC 4021
Master's degree,Education,"Education policy researchers, consultants and program officers",2.88,/marketreport/summary-occupation/16030/ca,/16030/ca,Education: Master's degree,NOC 4166
Master's degree,Education,University professors and lecturers,1.58,/marketreport/summary-occupation/4707/ca,/4707/ca,Education: Master's degree,NOC 4011
Master's degree,Education,Administrators - post-secondary education and vocational training,1.47,/marketreport/summary-occupation/296047/ca,/296047/ca,Education: Master's degree,NOC 421
